text,label_A,label_B,label_C,type,label
bullshit white supremacy white proud,OFF,UNT,,Untargeted Offense,1
want make bunch animated short also not animate shit,OFF,UNT,,Untargeted Offense,1
let not find shit on hell,OFF,UNT,,Untargeted Offense,1
user want kill fundisgrace,OFF,TIN,OTH,Targeted Offense - Other,1
need girl acquaint as face real quick,OFF,TIN,IND,Targeted Offense - Individual,1
user got idiot bath placing kobe sentence pg flat idiot tiredface,OFF,TIN,OTH,Targeted Offense - Other,1
middle school worst not agree bully,NOT,,,Not Offensive,0
little strong as flip,OFF,TIN,IND,Targeted Offense - Individual,1
not fuck like allow breaking philippe continuo joining arsenal loan barcelona according user,OFF,UNT,,Untargeted Offense,1
user user think come oil mate emery not fancy one bit not surprised fucking eye,OFF,TIN,IND,Targeted Offense - Individual,1
user need mental help sir full rage hate truly racist,OFF,TIN,IND,Targeted Offense - Individual,1
shit getting deep n sand nigger not swim significant drowning option,OFF,TIN,IND,Targeted Offense - Individual,1
honestly not wait lead man year turn back alter fun get stettin fucked night really fucked turn cold fuck,OFF,TIN,GRP,Targeted Offense - Group,1
user let u go thought police surround ginormous fat head would safer,OFF,TIN,IND,Targeted Offense - Individual,1
fucking taught um bike curse filipino,OFF,UNT,,Untargeted Offense,1
significant nosy not one two police officer pulling woman fucking ford sedan speedway getting gas,OFF,UNT,,Untargeted Offense,1
sex intimate sacred body temple not share anyone not like shrek,NOT,,,Not Offensive,0
user notice hanging window keep gun close lobbyist closer disgusting little man,OFF,TIN,IND,Targeted Offense - Individual,1
user fucking hate movie significant much need delete history,OFF,TIN,OTH,Targeted Offense - Other,1
real night heart female body not act like half hoe,OFF,TIN,GRP,Targeted Offense - Group,1
life right fuck hard cut real year,OFF,TIN,GRP,Targeted Offense - Group,1
user chuck eating toilet,OFF,TIN,IND,Targeted Offense - Individual,1
not know point actually significant much fucking pain tiredfaceah significant hard woman,OFF,UNT,,Untargeted Offense,1
suck titty mid conversation not mean stop talking mean sucking titty,OFF,UNT,,Untargeted Offense,1
mode going die painful death always dead people kashmir blood nice day,OFF,TIN,IND,Targeted Offense - Individual,1
user no bullshit night th ward used growing,OFF,TIN,GRP,Targeted Offense - Group,1
user not stupid natural thing world hate everyone n,NOT,,,Not Offensive,0
jungkook significant fucking gorgeous,OFF,UNT,,Untargeted Offense,1
life short hold pain doubt bury shit way deep let come art,OFF,UNT,,Untargeted Offense,1
cooling crazy conchie anything make want choke as conchie significant good laughing as,OFF,UNT,,Untargeted Offense,1
think amount shit normal move somewhere,OFF,UNT,,Untargeted Offense,1
actually worked are retard significant well significant fucking done bollock,OFF,UNT,,Untargeted Offense,1
user user user none true though crazy huh,OFF,TIN,IND,Targeted Offense - Individual,1
user hell watch,OFF,UNT,,Untargeted Offense,1
brandon as swear everything say truth,OFF,TIN,IND,Targeted Offense - Individual,1
user placing right defend hand corrupt government,NOT,,,Not Offensive,0
user nothing hate speech trump hate speech enabler,OFF,TIN,IND,Targeted Offense - Individual,1
significant sad shit could blame toni morrison deciding tear eye go home,OFF,UNT,,Untargeted Offense,1
high school shit night lied said called girl hoe school not like school man facewithtearsofjoyfacewithtearsofjoy,OFF,TIN,GRP,Targeted Offense - Group,1
shit crazy think bout many friend lost life claim always gonna facewithtearsofjoyfacewithtearsofjoy,OFF,UNT,,Untargeted Offense,1
user damn move arm well fractured shoulder,NOT,,,Not Offensive,0
think skin care purely feminine thing ride crusty as right sunset,OFF,UNT,,Untargeted Offense,1
user got going public amp dealing obnoxious idiot going worth,OFF,UNT,,Untargeted Offense,1
something see even people would consider friend shit actually make mad sometimes,OFF,UNT,,Untargeted Offense,1
user probably true already sick back teeth fellow human being,NOT,,,Not Offensive,0
user fool not really believe saying not ignorant,OFF,TIN,IND,Targeted Offense - Individual,1
come slim nd year contract holding cut weirdo as,OFF,TIN,IND,Targeted Offense - Individual,1
house bunny netflix fuck yes,OFF,UNT,,Untargeted Offense,1
really suck want stream significant bad hour talking throat say today poutingface,NOT,,,Not Offensive,0
whole problem gone go talk overheard engaged whoozyfacerollingonthefloorlaughing not no gas bigamy problem want go single engaged dating shit,OFF,UNT,,Untargeted Offense,1
damn true rip toni morrison,OFF,UNT,,Untargeted Offense,1
user finally calling obama racist president recent history thumbsupmediumlightskintone,OFF,TIN,IND,Targeted Offense - Individual,1
not like playing game hate pick line significant going ask like sex,OFF,TIN,IND,Targeted Offense - Individual,1
bic never use pump dirty goddamn disgusting god learn,OFF,TIN,IND,Targeted Offense - Individual,1
user user stupid question stop fool congratulate one best pitcher team,OFF,TIN,IND,Targeted Offense - Individual,1
boyfriend tell stop talking found tell said want fuck,OFF,UNT,,Untargeted Offense,1
user fuck sake,OFF,TIN,IND,Targeted Offense - Individual,1
tanka make want stab neck spoon not fucking breathe,OFF,UNT,,Untargeted Offense,1
fuck broke cry big sissy caroline going college not want,OFF,UNT,,Untargeted Offense,1
user user ah yes thing happened damn shame,OFF,UNT,,Untargeted Offense,1
user mean mental limit please talk somebody real shit,OFF,UNT,,Untargeted Offense,1
user literally funniest shit seen awhile,OFF,UNT,,Untargeted Offense,1
cranking lie wayne old shit wow wow new rapper could never,OFF,TIN,GRP,Targeted Offense - Group,1
user shit hit fan civil war erupts going wish cardcarrying user member behind back,OFF,UNT,,Untargeted Offense,1
raise nice day think bet said exactly thinking member press fuck,OFF,UNT,,Untargeted Offense,1
user user pathetic pig much like amount lie narcissism selfishness disgusting,OFF,TIN,GRP,Targeted Offense - Group,1
user get country hate mongering coming youlaughing loud,OFF,TIN,IND,Targeted Offense - Individual,1
user user know not talking grown thing big as head,OFF,TIN,IND,Targeted Offense - Individual,1
user user user not engage idiot bring level beat experience,NOT,,,Not Offensive,0
protect account blood jesus shall not get suspended twitter street shit not funny loudlycryingface,OFF,UNT,,Untargeted Offense,1
user hate weasel,OFF,TIN,IND,Targeted Offense - Individual,1
harry nasty common nome nasty bad unpleasant,OFF,TIN,IND,Targeted Offense - Individual,1
today run ep significant fucking funny gosh want go swimming pool,OFF,UNT,,Untargeted Offense,1
absolutely making mockery fop point playing rule football fucked,OFF,UNT,,Untargeted Offense,1
shot trina kill man,NOT,,,Not Offensive,0
user user allow one stupid law come play rest follow,NOT,,,Not Offensive,0
man not believe use like shit wayne use say man laughing as,OFF,UNT,,Untargeted Offense,1
user general trained fight terrorist fight kill unarmed protester one general lifeless,NOT,,,Not Offensive,0
user think cybernetic enhancement would sick fuck human body suck as,OFF,TIN,OTH,Targeted Offense - Other,1
precede something offensive not get offended offended also pissed fuck,OFF,UNT,,Untargeted Offense,1
user damn yet unit perseveringface,OFF,UNT,,Untargeted Offense,1
good parent would not let walk around burger king crown top damn head saying,OFF,TIN,IND,Targeted Offense - Individual,1
user wrong minnesota law sex child rape not prostitution,NOT,,,Not Offensive,0
good low faded fuck faded love,OFF,UNT,,Untargeted Offense,1
ce want celebrity arsenal ce using link brain get shit done respect,OFF,UNT,,Untargeted Offense,1
honestly relate facewithtearsofjoyin mood walk around butt as naked like crackheads nyx,OFF,TIN,GRP,Targeted Offense - Group,1
user loot every tuesday got weak as taco,OFF,UNT,,Untargeted Offense,1
user overheard please act damn lexus,OFF,UNT,,Untargeted Offense,1
seen people call walker overrated fuck rate much overrated,OFF,TIN,IND,Targeted Offense - Individual,1
user user luda got hit write not wrote shit year,OFF,UNT,,Untargeted Offense,1
user president stupid doorknob gun forbid gun hum,OFF,TIN,IND,Targeted Offense - Individual,1
night not not bitch feel comfortable ever got damn life,OFF,TIN,IND,Targeted Offense - Individual,1
crazy people make excuse walk person life,OFF,TIN,OTH,Targeted Offense - Other,1
user saw though hell cleaning shit would fuming rollingonthefloorlaughingrollingonthefloorlaughing rotting petal leaf gaff,OFF,UNT,,Untargeted Offense,1
user maturity greater appreciation self see arrogance suck self,NOT,,,Not Offensive,0
user god must one ten not friend work colleague reading dirty bitch,OFF,TIN,GRP,Targeted Offense - Group,1
user shame trying capitalize blood el past victim vanity campaign disgusting,OFF,TIN,IND,Targeted Offense - Individual,1
user user guy white cap smooth criminal raisinghandsmediumskintone,OFF,TIN,IND,Targeted Offense - Individual,1
user look like trying compensate kind inadequacy like murderous idiot wimp,OFF,TIN,IND,Targeted Offense - Individual,1
user could racist killer wrote manifesto parroted racist thing president said,OFF,TIN,IND,Targeted Offense - Individual,1
fabinho not going anywhere near real madrid folk please not fall end window bullshit starting round,OFF,TIN,GRP,Targeted Offense - Group,1
user old midwest saying overheard yeahdumber bucket bairam beyond insensitive gopcomplicit integrity,OFF,TIN,OTH,Targeted Offense - Other,1
user user monster maniacal witch laugh make worse,OFF,TIN,IND,Targeted Offense - Individual,1
user nothing common except fact going hell not already thereconfusion,NOT,,,Not Offensive,0
user one worst thing like sick co really good,NOT,,,Not Offensive,0
number neighbor android as still not tested back day,OFF,TIN,IND,Targeted Offense - Individual,1
user shameful people need wake hell medium constantly u,NOT,,,Not Offensive,0
point not want impeachtrump want behind bar get criminal office danger country,OFF,TIN,IND,Targeted Offense - Individual,1
user know racist obvious message evident case selfowning,OFF,TIN,IND,Targeted Offense - Individual,1
talk shit know true,OFF,UNT,,Untargeted Offense,1
user yes handsome man ugly soul bye bitch,OFF,TIN,IND,Targeted Offense - Individual,1
user user watch drop song gone basic fuck cut wa basic as rapper,OFF,TIN,IND,Targeted Offense - Individual,1
eat tomato coconut milk no shit stomach screaming,OFF,UNT,,Untargeted Offense,1
user user user user scared go kick as election,OFF,TIN,IND,Targeted Offense - Individual,1
nothing better kicking crush as mario kart tell hot afterwards,OFF,UNT,,Untargeted Offense,1
fuck someone reading amp everyone want talk suddenly whole city bed laughing as,OFF,UNT,,Untargeted Offense,1
weakest thing man disrespect woman another woman,NOT,,,Not Offensive,0
stick as not count spine resist,OFF,UNT,,Untargeted Offense,1
idiot published version coke report verse case summarized rhyming couplet,OFF,TIN,IND,Targeted Offense - Individual,1
still sticking twit guess really go shit probably going move back deviantart laughing loud,OFF,UNT,,Untargeted Offense,1
user user claim jordanian yet think taqiyya anything portrayed fake,NOT,,,Not Offensive,0
fake shit gone make keep distance,OFF,TIN,OTH,Targeted Offense - Other,1
user one anna pumping hate violence keep inciting mob bigotry hatred america,OFF,TIN,IND,Targeted Offense - Individual,1
user true stop eating meat send money brain sucked order save planet,NOT,,,Not Offensive,0
user liar way no thing go judicial watch everyone see man lying,OFF,TIN,IND,Targeted Offense - Individual,1
speaking behalf men not know talking boatman scum mu woman much evil god drain bit monthloudlycryingfaceloudlycryingface,OFF,TIN,GRP,Targeted Offense - Group,1
user user user gov nyx mayor biggest joke except maybe idiot elected,OFF,TIN,GRP,Targeted Offense - Group,1
user user user user figure ut alumnus commie asshole,OFF,TIN,GRP,Targeted Offense - Group,1
darkness covering world right terrible shit going everyday hate even watch news,OFF,UNT,,Untargeted Offense,1
user user sound extremely sexual thanks hate,OFF,TIN,OTH,Targeted Offense - Other,1
going apply apple card affect credit clout point bet as,OFF,UNT,,Untargeted Offense,1
user bitch going schoolloudlycryingface moot started school yesterday skullandcrossbones,OFF,UNT,,Untargeted Offense,1
user sherry waste seat senate,OFF,TIN,IND,Targeted Offense - Individual,1
user loaning user user keeping user facewithtearsofjoyfacewithtearsofjoy stupid team useless transfer user user,OFF,TIN,GRP,Targeted Offense - Group,1
freedom speech taken away dumb silent mat led facevomiting,NOT,,,Not Offensive,0
night talking ill joe sudden outta touch outdated man protected know night,OFF,TIN,GRP,Targeted Offense - Group,1
wanted ex get shit together instead telling people worst ever,OFF,UNT,,Untargeted Offense,1
user user liar amp sellout con artist damn not stand,OFF,TIN,IND,Targeted Offense - Individual,1
ya significant fucking dumb not let dapsang back korean to permanently best entertainervariety star quote,OFF,TIN,IND,Targeted Offense - Individual,1
honest pretty fucking rude number neighbor not tested,OFF,UNT,,Untargeted Offense,1
playing cup pong lydia suck want play good people ply need little bit challenge least shaking head,OFF,TIN,IND,Targeted Offense - Individual,1
not ok long tear eye getting day accomplishing shit significant seems way,OFF,UNT,,Untargeted Offense,1
stepped first canoe shaking felt like life one many remarkable sentence user idiot,NOT,,,Not Offensive,0
amp not give fuck nothing personshrugginglightskintonefemalesignfemales night mindset dangerousfacewithtearsofjoy,NOT,,,Not Offensive,0
user rollingonthefloorlaughing got messed how hell people vegan imagine coming home drunk starving long night turning eat fucking vegetable,NOT,,,Not Offensive,0
expert help facewithtearsofjoythe blunt burnt as cheek call,OFF,UNT,,Untargeted Offense,1
user butt disgrace texas human race user,OFF,TIN,IND,Targeted Offense - Individual,1
want fly got give shit weighs toni morrison missed rigatoni,OFF,UNT,,Untargeted Offense,1
user moron cabinet arab might pick crop absolute fucking cretin,OFF,TIN,IND,Targeted Offense - Individual,1
user partly complicit giving cover white supremacist white house amp got covered blood,OFF,TIN,IND,Targeted Offense - Individual,1
person put gone clean user nah stupid a,OFF,UNT,,Untargeted Offense,1
sir race baiting lying swipe shooter responsible hot air not change thatwhat happened texas clearly laid president foot encouraged people created climate fanned flame,OFF,TIN,IND,Targeted Offense - Individual,1
user want get tickled pussy pro dying said facewithtearsofjoyfacewithtearsofjoy,OFF,UNT,,Untargeted Offense,1
user not business selling hate radicalized customer,OFF,TIN,OTH,Targeted Offense - Other,1
user would fucking rich laughing as cut not make shit,OFF,UNT,,Untargeted Offense,1
want fly got give shit weighs toni morrison song solomon,OFF,UNT,,Untargeted Offense,1
euphoria got tear good fucking bye not want spoken rest day,OFF,UNT,,Untargeted Offense,1
yea sex fun ever happy week straight nah either trina fuck,OFF,UNT,,Untargeted Offense,1
actually feel feel uncomfortable not wearing bra best fucking thing ever,OFF,UNT,,Untargeted Offense,1
user loo chill night boxer wanted no part camera rollingonthefloorlaughing,OFF,TIN,IND,Targeted Offense - Individual,1
hypocrite kissing girl literally not good woman mannerism wonder woman not understand woman must woman,OFF,TIN,GRP,Targeted Offense - Group,1
love fucking see,OFF,UNT,,Untargeted Offense,1
really good day bitch pissed significant bad facewithrollingeyes,OFF,TIN,IND,Targeted Offense - Individual,1
user zero evidence shooting anyway related politics disingenuous load crap guy,OFF,TIN,IND,Targeted Offense - Individual,1
user blame obama dylan roof black dylan roof hated black people significant guess kind fault,NOT,,,Not Offensive,0
user somewhere dr martin luther king jr weeping turned dream nightmare rank racism,OFF,TIN,IND,Targeted Offense - Individual,1
hate people sit wait speak gone fucking waiting,OFF,UNT,,Untargeted Offense,1
fuck know continuo fit team take facewithtearsofjoy please not forget buy cb though christ sake,NOT,,,Not Offensive,0
fuck no one tell stop using eyeliner fill eyebrow high school certified mess,OFF,UNT,,Untargeted Offense,1
wake sometimes realize ear folded lay upon shit hurt,OFF,UNT,,Untargeted Offense,1
like pretty ghetto type bitch not even say hello smilingfacewithhorns,OFF,TIN,GRP,Targeted Offense - Group,1
wise man said gone fuck night get ovum wit,OFF,TIN,IND,Targeted Offense - Individual,1
night aim pander audience wonder become complacent shiftiness,OFF,TIN,GRP,Targeted Offense - Group,1
user would die fuck dad dan smith feat muse christmas number one maybe,OFF,UNT,,Untargeted Offense,1
user user hell yeah way go google fuck orange clown buying stock today,OFF,TIN,IND,Targeted Offense - Individual,1
user moscow mitch got busy yesterday significant get twice bad today son bitch,OFF,TIN,IND,Targeted Offense - Individual,1
user user not create scene leave club fucking disgrace,OFF,TIN,IND,Targeted Offense - Individual,1
fucking tired glad good work good good talent,OFF,UNT,,Untargeted Offense,1
especially daughter always say going fucking prison end murdering someone family scared raise child world everything going,OFF,UNT,,Untargeted Offense,1
seems go long fucking way day not user facewithtearsofjoyfacewithtearsofjoy,OFF,TIN,IND,Targeted Offense - Individual,1
user rena wish white significant angry not sad happy skin color sad sad looser poor rena,OFF,TIN,IND,Targeted Offense - Individual,1
hope mom forgive tripping shit tripping bout laughing as,OFF,UNT,,Untargeted Offense,1
user mentally unfit person like rump,OFF,TIN,IND,Targeted Offense - Individual,1
user bad old day rename said south african racist branch,NOT,,,Not Offensive,0
user not worry not believing her not want continue fake as person,OFF,TIN,IND,Targeted Offense - Individual,1
today edition totally missing fucking point come james londoner thrown th floor window tate modern awful building window open murder child,NOT,,,Not Offensive,0
decided going get hair cut tomorrow hair dead fuck look like shit,OFF,UNT,,Untargeted Offense,1
user user trying get lip unstuck trump as patient might,OFF,TIN,IND,Targeted Offense - Individual,1
bitch say fine get kidnapped mafia neil listen he bitch,OFF,TIN,GRP,Targeted Offense - Group,1
pray school year involves plenty good grade no annoying as people negative vibe,OFF,TIN,GRP,Targeted Offense - Group,1
random as people asking hangout weekend fucking hate fuck want hangout,OFF,UNT,,Untargeted Offense,1
user user user racist rhetoric nothing fanning flame tone,OFF,TIN,IND,Targeted Offense - Individual,1
young boy round saying get money fuck hoe learn value not know tell,OFF,UNT,,Untargeted Offense,1
user user dog as mercilessly scrub think teamwork spelled treason,OFF,TIN,IND,Targeted Offense - Individual,1
user word not report factually always dab rather disgrace,OFF,TIN,IND,Targeted Offense - Individual,1
filipino discord server participated shit,OFF,UNT,,Untargeted Offense,1
stressing shit not matter year stop,OFF,UNT,,Untargeted Offense,1
big part knowing someone knowing not fool skip step claim know someone,NOT,,,Not Offensive,0
not going enlist together longing solo not care want album damn album,OFF,UNT,,Untargeted Offense,1
user got buy every damn thing book homework website ghetto,NOT,,,Not Offensive,0
see got head asian pussy thanksbout go store get dick want anything,OFF,UNT,,Untargeted Offense,1
working mondayfriday quite possibly ghetto shit ever done,OFF,UNT,,Untargeted Offense,1
name josh eat pineapple pizza automatically ugly facevomiting sorry not make rule,OFF,TIN,GRP,Targeted Offense - Group,1
user user stupid twat name holy risen shit,OFF,TIN,IND,Targeted Offense - Individual,1
tear eye shit different,OFF,UNT,,Untargeted Offense,1
user user love significant called news agency outed bias piece shit,OFF,TIN,OTH,Targeted Offense - Other,1
user satan work come steal kill destroy,NOT,,,Not Offensive,0
user kind flip call death abortion democrat quit whining,OFF,TIN,GRP,Targeted Offense - Group,1
night retreated braid not black girl white girl saviour muted definitely judging,OFF,TIN,GRP,Targeted Offense - Group,1
user oops sorry insult bag rock said indistinguishable brain mud special stupid fluidity,OFF,TIN,IND,Targeted Offense - Individual,1
user question anti porn guy get porn,NOT,,,Not Offensive,0
good person kind heart amp still tell people fuck needed,OFF,UNT,,Untargeted Offense,1
see news refuse believe continue day wilfully ignorant,NOT,,,Not Offensive,0
wanted someone like start shit would stayed ex,OFF,TIN,IND,Targeted Offense - Individual,1
user user bottom soul fuck whoever thought good journalism,OFF,TIN,OTH,Targeted Offense - Other,1
evil twin tim curry villainous cohort cough viciously booked royally screw proposed looper,NOT,,,Not Offensive,0
emery bastard nearly top bag poverty squad,OFF,TIN,IND,Targeted Offense - Individual,1
user comment something like instant verification untruth would significant much better shit,OFF,TIN,IND,Targeted Offense - Individual,1
user could support democrat make no sense candidate complete idiot,OFF,TIN,GRP,Targeted Offense - Group,1
never got thank everything done black woman amp writer significant fucking sad hurt significant fucking much,OFF,UNT,,Untargeted Offense,1
family coming need put bra damn lazy,OFF,UNT,,Untargeted Offense,1
favorite thing toni morrison not give fuck white gaze ugh going reread novel brokenheartcryingface,OFF,UNT,,Untargeted Offense,1
user soul night,OFF,TIN,IND,Targeted Offense - Individual,1
white not racist today combat trump racism anything not know honestly,NOT,,,Not Offensive,0
rather alone surrounded fake as people,OFF,UNT,,Untargeted Offense,1
user least person video idiot think real thing promoting like,OFF,TIN,GRP,Targeted Offense - Group,1
love cleaning like fucking like let tear eye condition laughing loud,OFF,UNT,,Untargeted Offense,1
user hey chester cheetos mcdumfuck spelled loses like loser,OFF,TIN,IND,Targeted Offense - Individual,1
user need anymore evidence god not exist least need admit dost give fuck,OFF,UNT,,Untargeted Offense,1
user nod let u small sigh tupi not careful going get bloody expelled school,NOT,,,Not Offensive,0
user actual fuck still married,OFF,UNT,,Untargeted Offense,1
hotter satan as crack two squirrel fornicating wool sock,OFF,UNT,,Untargeted Offense,1
little shit everything desk,OFF,TIN,IND,Targeted Offense - Individual,1
called liar telling truth painful,NOT,,,Not Offensive,0
significant let written significant let done kill first born pharaoh son creeping death,NOT,,,Not Offensive,0
always as kisser job amp always significant extra amp office as kisser amp never get along,OFF,UNT,,Untargeted Offense,1
user brush half brained idiot mile red herring listened freaking gamers,OFF,TIN,OTH,Targeted Offense - Other,1
would lost game spur would active no fucking doubt let one match decide whole window planning,OFF,UNT,,Untargeted Offense,1
user user paying wage like million loan fee fuck need,OFF,UNT,,Untargeted Offense,1
want fly got give shit weighs toni morrison song solomon rip,OFF,UNT,,Untargeted Offense,1
user overheard god significant disgusting like not even imagine type stank place nauseatedfacenauseatedface,NOT,,,Not Offensive,0
significant late dangerously love belly took shit everything backloudlycryingface,OFF,UNT,,Untargeted Offense,1
user user well not know shit beer significant course would surprised laughing loud,OFF,TIN,IND,Targeted Offense - Individual,1
user user hell durant harden ahead kobe wade far worse thing seen,NOT,,,Not Offensive,0
sometimes look eye pretend mine damn tear eye,OFF,UNT,,Untargeted Offense,1
significant sick apologizing feel,NOT,,,Not Offensive,0
user photo ops insensitive boor racist hate mongering xenophobe well word deed confirm repeatedly,OFF,TIN,IND,Targeted Offense - Individual,1
user roman true hell man,OFF,UNT,,Untargeted Offense,1
user moron ignore move,OFF,TIN,IND,Targeted Offense - Individual,1
user even fictitious bone spur cowardly,OFF,TIN,IND,Targeted Offense - Individual,1
real reason shooting happening cut stupid step dad travis not leave mom deserves significant much better,OFF,TIN,IND,Targeted Offense - Individual,1
user socialism farmer killed winnable trade war u taxpayer pay tariff derangeddonald,OFF,TIN,IND,Targeted Offense - Individual,1
fried zucchini ranch would actually surefire drunkhow hell people vegan imagine coming home drunk starving long night turning eat fucking vegetable,OFF,TIN,GRP,Targeted Offense - Group,1
shit giggle between user lying like hell nothing,OFF,TIN,IND,Targeted Offense - Individual,1
burgess get play week player hit exonerated not fuck nil suck,OFF,TIN,OTH,Targeted Offense - Other,1
user always dude look like get as beat,OFF,TIN,GRP,Targeted Offense - Group,1
user wait wait wait no even nerf much wow crap update guess sticking creative,OFF,UNT,,Untargeted Offense,1
user look fucking talking bet weight class loudlycryingfaceloudlycryingface,OFF,UNT,,Untargeted Offense,1
judging bullying someone physical appearance disgusting thing,NOT,,,Not Offensive,0
love no no way asa friend shut fuck not believe anymore liar,OFF,TIN,IND,Targeted Offense - Individual,1
not corny day corny suck shit going need stop,OFF,UNT,,Untargeted Offense,1
user dust mite sex fluid cash though nah man jar attic way go,NOT,,,Not Offensive,0
user user stupid defense minister user user,OFF,TIN,IND,Targeted Offense - Individual,1
user stop fundraising tragedy disgusting,NOT,,,Not Offensive,0
boy burger king sprite got type ingredient shit got laced shit good,OFF,UNT,,Untargeted Offense,1
kind recreated dumb pic want post gram funny caption suggestion,NOT,,,Not Offensive,0
speak amp not say shit promise dub laughing as,OFF,UNT,,Untargeted Offense,1
user user could not even win senator not even make top fake,OFF,TIN,IND,Targeted Offense - Individual,1
user user left leaning bullshit rule not apply left punish right instead,OFF,TIN,OTH,Targeted Offense - Other,1
see like dick laughing loud like righttputs finger together gonna cervixslightlysmilingfacefacewithtearsofjoyfacewithtearsofjoyskull,OFF,UNT,,Untargeted Offense,1
not freak croak like evil longer live stroke alreadyexpressionlessface,OFF,TIN,GRP,Targeted Offense - Group,1
user user liar pakistan country damaged image muslim nation around world,OFF,TIN,OTH,Targeted Offense - Other,1
user user user up fucking melon,OFF,TIN,IND,Targeted Offense - Individual,1
user always play character sarcastic geez stupid joke end something nice someone,OFF,TIN,IND,Targeted Offense - Individual,1
user user user gosh donald as wider atlantic ocean diet,OFF,TIN,IND,Targeted Offense - Individual,1
female not know cook not even want try learn hell unattractive laughing loud,OFF,TIN,GRP,Targeted Offense - Group,1
user user want pelosischumer others see print dumb,OFF,TIN,GRP,Targeted Offense - Group,1
user banker left really retarded people vote puppet,OFF,TIN,OTH,Targeted Offense - Other,1
raider edit course like hitting gym pro biceps fucking doubled size,OFF,UNT,,Untargeted Offense,1
user user donald year to not licking as daily basis,OFF,TIN,IND,Targeted Offense - Individual,1
user thought mama refused use nike not hate black people,OFF,TIN,GRP,Targeted Offense - Group,1
user user excuse fuck,OFF,UNT,,Untargeted Offense,1
hell plant amazon significant high much ikea shit,OFF,UNT,,Untargeted Offense,1
not insult babypersonfacepalmingmediumdarkskintonefemalesign dumbest cat always rushing eat like prison take running vomit worse place imagined,OFF,TIN,OTH,Targeted Offense - Other,1
fact looking husband idea smilingfacewithopenmouthsmilingeyesmy problem want go single engaged dating shit,OFF,UNT,,Untargeted Offense,1
people change year based acceptable social medium weirdniggas let social medium change entire opinion shit laughing loud,OFF,UNT,,Untargeted Offense,1
mood stupid stuff well act tear eye put,OFF,UNT,,Untargeted Offense,1
user user say not u common folk stupid guess,OFF,UNT,,Untargeted Offense,1
know heavy bass guitar fucking heavy,OFF,UNT,,Untargeted Offense,1
instant message middle editing something power go fuck,OFF,UNT,,Untargeted Offense,1
honestly significant glad lie scheme real man please glad went stupid night young agefacewithtearsofjoy,OFF,TIN,GRP,Targeted Offense - Group,1
not ever fuck wit twitter girl conversation problem tl sum it sum need get life,OFF,UNT,,Untargeted Offense,1
someone harasses send copy bitch not even show identity talk face face bitch,OFF,UNT,,Untargeted Offense,1
user no fr downside talented people either jail terrible addiction,NOT,,,Not Offensive,0
user good movie loved slap reality watch someone great remind nun bad as b,OFF,UNT,,Untargeted Offense,1
surprised not lower listnigeria ranked sixth confusion miserable country world,NOT,,,Not Offensive,0
ready get fuck,OFF,UNT,,Untargeted Offense,1
shall twitch soon trying get bad fucking mood rollingonthefloorlaughing,OFF,UNT,,Untargeted Offense,1
trouble shooting make act shooting people meaningless crazed act,NOT,,,Not Offensive,0
not believe nobody fuck,OFF,TIN,OTH,Targeted Offense - Other,1
user sick head troll pitied chin nathan thumb,OFF,TIN,OTH,Targeted Offense - Other,1
user really suck job vile human earth,OFF,TIN,IND,Targeted Offense - Individual,1
instant message whore concertsfestivals literally go see anyone even not know songspersonshrugginglightskintonefemalesignpersonshrugginglightskintonefemalesign,OFF,UNT,,Untargeted Offense,1
user worst yellow journalism fake news blind gossip spread clown especially vital some miami,OFF,TIN,IND,Targeted Offense - Individual,1
user user coward even tasha lady never apologize never,OFF,TIN,IND,Targeted Offense - Individual,1
user liar fakenews spreader significant,OFF,TIN,IND,Targeted Offense - Individual,1
user user hate cracker hate liar,OFF,TIN,GRP,Targeted Offense - Group,1
user guy true coward truly pathetic blame others one evil act,OFF,TIN,IND,Targeted Offense - Individual,1
call coward badly want end,NOT,,,Not Offensive,0
not fat ugly challenge,NOT,,,Not Offensive,0
really sick individual purposely mess someone mental health,NOT,,,Not Offensive,0
fact living die suck,OFF,UNT,,Untargeted Offense,1
user move country blaming trump asinine blame shooter mental illness not trump people crazy,OFF,TIN,GRP,Targeted Offense - Group,1
user user disgrace label anyone like,OFF,TIN,IND,Targeted Offense - Individual,1
unto take sm kick useless niche,OFF,TIN,GRP,Targeted Offense - Group,1
user woman liar love see people like caught lie,OFF,TIN,IND,Targeted Offense - Individual,1
user fascist pop,OFF,TIN,IND,Targeted Offense - Individual,1
user user shame communitydrop gay bar meaning fool,OFF,TIN,GRP,Targeted Offense - Group,1
user piece kept nate massive help american corrupt eu disgusting dictatorship,OFF,TIN,OTH,Targeted Offense - Other,1
user never followed blocked tweeting lying liar lie,OFF,TIN,IND,Targeted Offense - Individual,1
user stop bashing president literal rat traitor,OFF,TIN,IND,Targeted Offense - Individual,1
oaf sick hearing pete wild one shut ok,OFF,TIN,IND,Targeted Offense - Individual,1
user user user net neutrality fraud mullah sympathizer suck,OFF,TIN,GRP,Targeted Offense - Group,1
user pussy surely taste nicefacesavouringdeliciousfood,OFF,UNT,,Untargeted Offense,1
user overheard god mad cut star want pussy not uncircumcised dick rollingonthefloorlaughing,OFF,TIN,IND,Targeted Offense - Individual,1
