text,label_A,label_B,label_C,type,label
USER They shot her shit up tried to kill her is what I mean,OFF,UNT,,Untargeted Offense,1
USER He would have got beat are not gon lie B was suppose to go cross fool shit,OFF,TIN,IND,Targeted Offense - Individual,1
blu-ray version of viktor's ass,OFF,TIN,IND,Targeted Offense - Individual,1
Niggas be significant other depressed on this lil appface_with_tears_of_joy you all be screaming fuck these bitches but be heartbroken over these bitches....face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyok CityBOYZ,OFF,UNT,,Untargeted Offense,1
my ass got court on the th in dekalb person_facepalmingmedium_skin_tonefemale_sign,OFF,UNT,,Untargeted Offense,1
USER All this shit is stupid give us our OG tilted back and take out fucking transformers,OFF,UNT,,Untargeted Offense,1
WHY THE FUCK DOES IT COST significant other MUCH TO LIVE,OFF,UNT,,Untargeted Offense,1
I am about to just go back to tweeting memes about useless shit LMFAO,OFF,UNT,,Untargeted Offense,1
USER Question for the media - What the fuck is wrong with you?,OFF,TIN,OTH,Targeted Offense - Other,1
USER USER Also fuck fat tire who the hell are you I am drinking hurricanes,NOT,,,Not Offensive,0
USER ano like how ya meant to cope with stupid fuckin idiots without smoking ???? honest,OFF,TIN,GRP,Targeted Offense - Group,1
Wet pants. What the fuck,NOT,,,Not Offensive,0
USER Hell yea those be the best blunts all the different weeds and shit be marinated and shit face_with_tears_of_joy,OFF,UNT,,Untargeted Offense,1
"Leave a pussy wet, then i leave a pussy wet!",OFF,UNT,,Untargeted Offense,1
How can you just expect me to put it in yo have a nice day when are not nobody put shit in mine .,OFF,UNT,,Untargeted Offense,1
USER USER Well shit most hoopers could do that against that trash ass defense,OFF,TIN,OTH,Targeted Offense - Other,1
"USER For people supposedly extremely gifted in written communication, they write some amazingly stupid shit on Twitter.",OFF,TIN,OTH,Targeted Offense - Other,1
oomf fine ass was in my dream last night and damn that shit felt real weary_faceweary_faceweary_face,OFF,UNT,,Untargeted Offense,1
i need lasik eye surgery i am blind as a bitch this shit cannot be healthyface_with_tears_of_joyface_with_tears_of_joy,OFF,UNT,,Untargeted Offense,1
These cramps did not come to play bitch!,OFF,UNT,,Untargeted Offense,1
... looks like I will draw some shit traditionally while it dries out and hope it comes back to life,OFF,UNT,,Untargeted Offense,1
USER Do not play with Sane news. Shit is serious out here.,OFF,UNT,,Untargeted Offense,1
"My wife complains when the boy learns words like shit and cock from me, but she never mentions the other , words he learned",OFF,UNT,,Untargeted Offense,1
"USER They are not ever going to say that shit out loud to ya face, sis. They want to be THAT mfn Delta. Salty ass face_with_tears_of_joyskull",OFF,UNT,,Untargeted Offense,1
"My mom be significant other negative all the fucking tears in my eyes, I had to let her know, like that shit toxic, stop it.",OFF,TIN,IND,Targeted Offense - Individual,1
Tired of being a sad ass nigga but everybody always feels personally attacked when I put myself in the Fuck This mentality.,OFF,TIN,OTH,Targeted Offense - Other,1
I MISS LANY WHAT THE FUCK IS THIS,OFF,UNT,,Untargeted Offense,1
USER Seems like your college is full of educated fools and literate morans. SayNoToNMCbill,OFF,TIN,OTH,Targeted Offense - Other,1
"Yes, Reginae is a dumb ass. significant other are all  year olds. That is why older men prey on them. Next case face_with_rolling_eyes",OFF,TIN,IND,Targeted Offense - Individual,1
USER USER Holy shit!!! I was right ? Damn this means war!,OFF,UNT,,Untargeted Offense,1
"life is boring, might post some stupid shit and get suspended.",OFF,UNT,,Untargeted Offense,1
Women better learn to stop using niggas for free shit like it is cute. These niggas will have you all coming up missing.,OFF,TIN,GRP,Targeted Offense - Group,1
Aye. Just hurting myself with reminders we signed N'Dong over M'Vila.N'Dong can fuck off again the weak as piss chip haired helmet,OFF,TIN,IND,Targeted Offense - Individual,1
USER Is your partner the blonde chick? Is she single? Thanks. Fuck off USER,OFF,TIN,OTH,Targeted Offense - Other,1
this job got me all the way fucked up real shit,OFF,UNT,,Untargeted Offense,1
USER USER What the fuck is wrong with these people.,OFF,TIN,OTH,Targeted Offense - Other,1
USER What the fuck is going on.,OFF,UNT,,Untargeted Offense,1
WHAT THE FUCK IS GOING ON,OFF,UNT,,Untargeted Offense,1
F&amp;N in my Nike britches shit I will let them choppa bullets fly dashing_away,OFF,UNT,,Untargeted Offense,1
USER Get the gains or die alone bitch boy. face_with_steam_from_nose,OFF,TIN,IND,Targeted Offense - Individual,1
It is not your responsibility as a black person to try and change a racists mind by showing them differently. Stop doing that dumb shit.,OFF,UNT,,Untargeted Offense,1
Who ever the fuck Donald Ttump is I want him out of the white house too TrumpIsAMoron,OFF,TIN,IND,Targeted Offense - Individual,1
Mite as well lolwhen ugly guys are really funny it is like fine i will fuck you,OFF,UNT,,Untargeted Offense,1
The strangers: eat ass at night,OFF,TIN,OTH,Targeted Offense - Other,1
USER now it is full of shit...!,OFF,UNT,,Untargeted Offense,1
This bitch is babying her bad ass child in public. Bitch if you do not whoop his ass. person_facepalminglight_skin_tonefemale_sign,OFF,TIN,IND,Targeted Offense - Individual,1
USER USER just shut the fuck up you stupid piece of shit,OFF,TIN,IND,Targeted Offense - Individual,1
disgusting bitch in you are area face_with_rolling_eyes,OFF,TIN,IND,Targeted Offense - Individual,1
"i do not care how much money i make , i still want some of yours person_shruggingmedium-dark_skin_tonefemale_sign let us keep this shit a stack rolling_on_the_floor_laughing",OFF,UNT,,Untargeted Offense,1
Had to knock a lil nigga out cus the lil nigga ran his mouth flexed_bicepsmedium_skin_tone,OFF,TIN,IND,Targeted Offense - Individual,1
USER Fuck that walk to grawn hall face_with_tears_of_joy,OFF,UNT,,Untargeted Offense,1
ShattaWeiser opana do ein mouth like suame roundabout dey come suck all the alcohol weary_facebroken_heart,NOT,,,Not Offensive,0
You cannot be that dumb person_facepalmingmedium-dark_skin_tonemale_sign,OFF,TIN,IND,Targeted Offense - Individual,1
they already know what they are going to talk about loudly_crying_faceloudly_crying_face the fuck,OFF,UNT,,Untargeted Offense,1
The worst part about getting a tattoo is when the artist keep wiping yo shit with paper towel loudly_crying_face that shit hurt worse than the tattoo,OFF,UNT,,Untargeted Offense,1
USER This is fucking crazy autistic And that is coming from me the guy that gave a bunch of mentally retarded kids cocaine,OFF,UNT,,Untargeted Offense,1
Who the fuck is Maria Rispa and why do people keep commenting that shit on my photo,OFF,UNT,,Untargeted Offense,1
"stop tweeting shit like this, its stupidHow the hell are people vegan? Imagine coming home drunk and starving after a long night of turning up just to eat some fucking vegetables",OFF,UNT,,Untargeted Offense,1
USER And what do the parent over my shoulder usually do to people with oil? To quote Trump; Bomb the shit out of them!,OFF,TIN,GRP,Targeted Offense - Group,1
Might say fuck it and go jobless,OFF,UNT,,Untargeted Offense,1
She will enter your life. Fuck it up. Then leave. ..and she will start texting you 'I miss you' every tears in my eyes you try to move on. Fuck fuckgirlssmirking_face,OFF,TIN,GRP,Targeted Offense - Group,1
Fk that stupid eda ratio,OFF,TIN,OTH,Targeted Offense - Other,1
USER USER This guy is a monster!,OFF,TIN,IND,Targeted Offense - Individual,1
USER Skelator is a disgrace to the American people,OFF,TIN,IND,Targeted Offense - Individual,1
USER USER USER You are a football journalist in SA do not let these fools take your freedom in the game,NOT,,,Not Offensive,0
ThingsFriendsWontTellYou You sagging your pants with a ntswape,OFF,TIN,IND,Targeted Offense - Individual,1
There is nothing better than the cold light of day to wake you up and reality is a smack in the face,NOT,,,Not Offensive,0
"men moaning during sex is significant other sexyyyy. dirty talk is significant other sexyyyyyyy, i love it",NOT,,,Not Offensive,0
Never felt significant other disconnected in my life. And that is what sucks. Everything is fine. I just do not feel like anything is.,NOT,,,Not Offensive,0
"whoever does those ""i took your vir-, your reaction is your whatever emoji"" should be locked up in jail",NOT,,,Not Offensive,0
USER What have you done...Distorting our hindu scriptures...Sick people like you,OFF,TIN,IND,Targeted Offense - Individual,1
USER do the two of you sit at home and practice your talking points? Do you feel sad that your ratings suck?,OFF,TIN,IND,Targeted Offense - Individual,1
Anxiety has made me sick againSad  or  CryingSad  or  Crying; god I really thought i was over it having this much of an effect on me sleepy_face,NOT,,,Not Offensive,0
"USER USER USER USER ""I got a little penis, it is pathetic! Would a spy pee himself?!""",OFF,UNT,,Untargeted Offense,1
"USER USER USER Or making a total fool out of herself, as she' carried out by the Secret Service. laughing out loud",NOT,,,Not Offensive,0
Somebody come get her she is dancing like a stripper,OFF,TIN,IND,Targeted Offense - Individual,1
Honestly they are not even pretty and the music sucks.... What do people see??,NOT,,,Not Offensive,0
people who hate popular things just because they are popular and they want to be different are significant other annoying,NOT,,,Not Offensive,0
"USER Ag,you a not going to say anything just like Zuma with no evidence to back your affidavit,you a useless",OFF,TIN,IND,Targeted Offense - Individual,1
I eat dick in the afternoon and call it lunchiao drooling_face,OFF,UNT,,Untargeted Offense,1
"He mess with small town women, I got bigger dreams relieved_face.",NOT,,,Not Offensive,0
USER USER People kill. They pull the trigger .,NOT,,,Not Offensive,0
"USER Yes he does. His entire public presence is built on racism, hate and stirring the flames of both.",OFF,TIN,IND,Targeted Offense - Individual,1
"Once upon a tears in my eyes, i used to go to gigs to mosh in the circlepit and wall of death and crowdsurf hahaha skull_and_crossbones",NOT,,,Not Offensive,0
"USER USER ""Trump is a clown. He is being laughed at all over the world"" USER",OFF,TIN,IND,Targeted Offense - Individual,1
"USER USER For someone that says he is a man of God, you are a disgusting human being - and you are not a Bishop.",OFF,TIN,IND,Targeted Offense - Individual,1
what border agent let those snakes on a plane? did they have passports? i bet you those snakes did not have any legal identification,NOT,,,Not Offensive,0
A clean desk is a sign of a sick mind. ALDUBxADNSynergies ADN is ALDUBNATIONsmiling_face_with_heart-eyes,NOT,,,Not Offensive,0
"some men are trash, and there is no arguing about it. a thread.",OFF,TIN,GRP,Targeted Offense - Group,1
USER That is why you have to keep the box by you and top up as you go along.. wow I am fat.,NOT,,,Not Offensive,0
USER He is a con alright. Still owes money to the IRS. Easy to shut this fake down.,OFF,TIN,IND,Targeted Offense - Individual,1
academic stress is one of the worst kind of stress,NOT,,,Not Offensive,0
"Who else noticed that having sex with the person you significant other much love makes you look like a sex addict crying_face, as in everyday na fire",NOT,,,Not Offensive,0
"Cummings is a fat, rich Dem living off the backs of people in his district who keeps voting for a man who does nothing for them.",OFF,TIN,IND,Targeted Offense - Individual,1
Also some of you all pussy just might be trash too significant other do not think stamina why they not bussing,OFF,TIN,GRP,Targeted Offense - Group,1
USER USER shut up he is not,NOT,,,Not Offensive,0
USER USER Distract narrative from massive incoming News. Yes [they] are that sick.,OFF,TIN,OTH,Targeted Offense - Other,1
Imagine spelling McDonalds as Macdonalds. Some proper insane people out there.,NOT,,,Not Offensive,0
USER USER Dehumanize? He barely has a reflection of human,OFF,TIN,IND,Targeted Offense - Individual,1
USER USER We all are suffering from a corrupt con artist president in the WH. Where is your indignation regarding this.,OFF,TIN,IND,Targeted Offense - Individual,1
USER USER All coming from the hate filled Bishop. rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing You are a sick man.,OFF,TIN,IND,Targeted Offense - Individual,1
"I went walking through the city Like a drunk, but not With my slip showing a little Like a drunk, but not",NOT,,,Not Offensive,0
USER It is an evil that for some reason still exists? It makes me ashamed to be human.,NOT,,,Not Offensive,0
"USER As a human being, do you? ps: the answer is no, you just do not create these kind of things, it is sick!",NOT,,,Not Offensive,0
USER You are a shameless pig but you knew that already. Just a reminder. Enjoy your jail tears in my eyes.,OFF,TIN,IND,Targeted Offense - Individual,1
Are you ready for a night full of sex? smirking_face,NOT,,,Not Offensive,0
USER yeah he manages to look ok in outfits that other people would look mad ugly in... his power,NOT,,,Not Offensive,0
"USER They have to be, because your attacks puts their lives danger, you are a jerk.",OFF,TIN,IND,Targeted Offense - Individual,1
I swear USER makes you like character just significant other he can kill them and break your heart. Stop making me feel all the feels broken_heartloudly_crying_faceface_with_tears_of_joy,NOT,,,Not Offensive,0
USER i should block you for disrespecting the greatest of all time but i will let it slide just like my dick slid in yo butt,OFF,UNT,,Untargeted Offense,1
If you do not heal what hurt you.. you will bleed on people who are not cut you. hundred_points,NOT,,,Not Offensive,0
USER We are the worst thing that has happened to this planet,NOT,,,Not Offensive,0
I should not be up and hungry this early weary_face like stomach empty as a mf,OFF,UNT,,Untargeted Offense,1
"USER USER is the definition of a small, insecure, failure of a man. His pettiness is all he has left. A TOTAL LOSER",OFF,TIN,IND,Targeted Offense - Individual,1
USER is God dat will punish you people I swear!!! The worst bank in the whole of Africa,NOT,,,Not Offensive,0
"USER That is sick, you should be ashamed.",OFF,TIN,IND,Targeted Offense - Individual,1
The point is the worst of the worst and ugliest that i have ever experience,NOT,,,Not Offensive,0
"Growing consumed by the level of seriousness, prudence and habit. They have been cruel. They praise themselves for a while.",NOT,,,Not Offensive,0
"men who voted yes are childish, sorry are you ??Men, would you have a problem if a girl said if she is not receiving head she is not giving head?",OFF,TIN,GRP,Targeted Offense - Group,1
USER That is a terrorist flag....??,NOT,,,Not Offensive,0
They be killing people like it is living going outta style this is crazy,NOT,,,Not Offensive,0
Skinny dudes the worst to cuddle with. Might as well fall asleep on a pile of remotes.,OFF,TIN,GRP,Targeted Offense - Group,1
"turn your ringer off and go to sleep, babygirl. he still gon be trash in the morning, it is okay",OFF,TIN,IND,Targeted Offense - Individual,1
Any good fijian men that are not crazy religious and homophobic and colourist.... hit me up,OFF,TIN,GRP,Targeted Offense - Group,1
"USER ""He surely is lucky to have your tight pussy to pound hehehe~.""",OFF,UNT,,Untargeted Offense,1
I am going to say he does not really. You should check the zip code demographics of his various properties smirking_faceOnly liars could deny that Al Sharpton hates white people,OFF,TIN,IND,Targeted Offense - Individual,1
"USER significant other do I.....my neighbours, the Postie and S Devon's ""Quiz Masters"" are sick of me grinning_face Hope all goes wellthumbs_up",NOT,,,Not Offensive,0
being up late is the worst thing I can do for my mental,NOT,,,Not Offensive,0
USER Take a good look at that liberal face. Why do all white liberals have the same dork face,OFF,TIN,GRP,Targeted Offense - Group,1
USER He is a kid dammit,OFF,UNT,,Untargeted Offense,1
USER You are the crazy type,OFF,TIN,IND,Targeted Offense - Individual,1
USER He will fight them on the beaches ... what is it with these pathetic little boys and their dreams of glory?,OFF,TIN,GRP,Targeted Offense - Group,1
USER They are not police these are Macrons thugs working to the orders of the EU,OFF,TIN,GRP,Targeted Offense - Group,1
you cannot kill all of us,NOT,,,Not Offensive,0
qanda Misquoting the bible is a sin,NOT,,,Not Offensive,0
USER You are such a liar. He did not need your pasty fat face at any event. You are and have always been a publicity hog,OFF,TIN,IND,Targeted Offense - Individual,1
USER y'know the tweet was a meme but at this point my dick is crying,OFF,UNT,,Untargeted Offense,1
"USER With sexual correlation to them. Like big butt, big boobs, wide hips and full lips. We are I deed a lost people.",NOT,,,Not Offensive,0
Wasting food is a crime. I really hate to see it.,NOT,,,Not Offensive,0
Being dropped by someone with no explanation is one of the worst feelings.,NOT,,,Not Offensive,0
USER I am a healthy gay with dirty mind. Sighs.,NOT,,,Not Offensive,0
"USER What is the alternative ?? What is their offer ?? They destroyed the parks in town , sewage everywhere from these MDC guys",NOT,,,Not Offensive,0
USER She is the right side of crazy with a big helping of liar. Trump is peanuts next to this useless politician,OFF,TIN,IND,Targeted Offense - Individual,1
The idea of a Christianing is this how good dick feel that all these women really believe in God,OFF,TIN,GRP,Targeted Offense - Group,1
USER Every one of these brain dead Democrats need to be voted out. And Amash with them.,OFF,TIN,GRP,Targeted Offense - Group,1
USER USER Her agenda is little more than the spread of ignorance fuelled by hate.,OFF,TIN,IND,Targeted Offense - Individual,1
"Do you think of me as a nobody? To tell you the truth, I am sick and tired of just serving tea, answering the phone, photocopying and significant other ...",NOT,,,Not Offensive,0
"(To Rentaro SatomiConfusion ""Even though you are weak! Even though you are weak!! Even though you are weak!!!""[]",NOT,,,Not Offensive,0
Black people who describe poor and unemployed black people as lazy and deliberately unproductive baffle me.. I do not get them at all...,NOT,,,Not Offensive,0
USER You are a disgrace to the Americans and a treasonous dirtbag needs to go to prison for what you did to our judicial system,OFF,TIN,IND,Targeted Offense - Individual,1
Kiss on this pussy until I cum.,OFF,TIN,IND,Targeted Offense - Individual,1
You all better stop commenting and liking porn. I do not want to see that on my feed...face_vomiting ya nasty and ya need Jesus.,OFF,TIN,GRP,Targeted Offense - Group,1
"USER In all fairness, he sucks at everything...",OFF,TIN,IND,Targeted Offense - Individual,1
No one cheats like a girl who lives with her sister,NOT,,,Not Offensive,0
"USER ""And how would you ruin my life? I honestly want to know because I was going to ruin you anyway with a body like that.""",NOT,,,Not Offensive,0
USER means nothing to me. astrology is fake,NOT,,,Not Offensive,0
"The current group of Democrats are just clowns previously named twitter , while the people who continue to vote for them are blind clowns themselves.",OFF,TIN,IND,Targeted Offense - Individual,1
USER Get the parasite glazers out of our club. Enough is enough glazersout,OFF,TIN,GRP,Targeted Offense - Group,1
It really sucks that I literally have to run strapped because I do not feel safe in my own neighborhood face_with_rolling_eyes,NOT,,,Not Offensive,0
"i need to get my eyebrows done again ,, they are significant other mess",NOT,,,Not Offensive,0
USER USER 'Respect the result' is a mendacious soundbite trotted out by charlatans daily,OFF,TIN,GRP,Targeted Offense - Group,1
I keep getting sick and I am significant other tired of THIS,NOT,,,Not Offensive,0
USER USER That is sick!!,NOT,,,Not Offensive,0
USER USER It is the dickhead! Cos I have never com across anyone with this haircut that was not a total dickhead!,OFF,TIN,IND,Targeted Offense - Individual,1
"USER USER USER Do not believe everything your ""they"" people tell you ! They are crooks and liars - they have you fooled",OFF,TIN,GRP,Targeted Offense - Group,1
USER USER Its a sexual act right? And all sexual acts except wife and slave are forbidden,NOT,,,Not Offensive,0
USER What a disgrace! That singular action disrespects every citizen in this counrty....,NOT,,,Not Offensive,0
My sleeping schedule all kinds of twisted face_with_tears_of_joy,NOT,,,Not Offensive,0
The Sex Pistols - Seventeen,NOT,,,Not Offensive,0
"USER Yeah my deck was insane that run, but normally I suck laughing out loud",NOT,,,Not Offensive,0
Conflicted as to Julian Assange's actual role in Clinton's defeat but what is a fact is that Trump is a slimy crook Corners Wikileaks,OFF,TIN,IND,Targeted Offense - Individual,1
USER USER He and his wife are both corrupt and have done nothing for Baltimore in  TERMS.,OFF,TIN,GRP,Targeted Offense - Group,1
"Most of you insulting me are unemployed with degrees and diplomas, niphila ngama loans yet you say I am a stogie. You are your own downfall",OFF,TIN,GRP,Targeted Offense - Group,1
you do not is the lying kahit you are caught in bisto is the worst thing,OFF,TIN,IND,Targeted Offense - Individual,1
Just want to be laid up with my girl but nope. Work said that sucks come on in buddy face_with_rolling_eyes,NOT,,,Not Offensive,0
"Donald Trump said he is a whistle-blower, putting to light how corrupt the Democrats are... ...is he really?",NOT,,,Not Offensive,0
some of you are significant other fake its unreal loudly_crying_face,OFF,TIN,GRP,Targeted Offense - Group,1
USER That is a crime and he should be prosecuted,NOT,,,Not Offensive,0
Your dick. And other short stories.,OFF,TIN,IND,Targeted Offense - Individual,1
"To which, of course, many Slovenes will respond along the lines of: ""You fool, Slovenes are the worst!""",OFF,TIN,GRP,Targeted Offense - Group,1
Sex is a scam but you can get it. Sis what???Write Sex is and let your keyboard complete the sentence for you. (mine belowConfusion,NOT,,,Not Offensive,0
"As soon as I bared by butt, I knew he would crack.",NOT,,,Not Offensive,0
USER That was the loudest cry for pussy I have heard. I blew nothing.,OFF,UNT,,Untargeted Offense,1
"USER is the greatest boxer this planet has ever seen, anyone that disagrees is sick in the head bruh",OFF,TIN,GRP,Targeted Offense - Group,1
William Zanzinger killed poor Hattie Carroll With a cane that he twirled around his diamond ring finger,NOT,,,Not Offensive,0
USER Rob Reiner that is your mind and by the way you left out your annoying need to self aggrandize and your elitist existence meathead!,OFF,TIN,IND,Targeted Offense - Individual,1
USER Disgusting... Where is the thread though?,OFF,UNT,,Untargeted Offense,1
USER USER No point mate. The site is a complete waste of tears in my eyes now. Most people have binned it off. Complete losers.,OFF,TIN,OTH,Targeted Offense - Other,1
"Deep State protects corrupt congress. All of them get rich. Trump knows, congress/deep state knows. What comes next?",NOT,,,Not Offensive,0
All I want to do is get breakfast with my favorite whores but we all significant other far away from each other.,OFF,UNT,,Untargeted Offense,1
cancel culture sucks. we all make mistakes and we need to let people learn from them.,NOT,,,Not Offensive,0
"USER USER USER This is an insult to the public protector,she has shame this office",OFF,TIN,IND,Targeted Offense - Individual,1
USER USER He is a broke fool and not even worth suing.,OFF,TIN,IND,Targeted Offense - Individual,1
USER They are significant other pathetic. Sorry you have had to deal with this BS mate.,OFF,TIN,GRP,Targeted Offense - Group,1
I am having this scary pain in my head it is not a headache but some thing more painful,NOT,,,Not Offensive,0
"""I am not a human or a demon anymore. I have no choice but to go foward! I will become an exorcist!"" latin_cross",NOT,,,Not Offensive,0
I am sick and tired of the hypocrisy of the left. I urge all the patriots to VoteRed,OFF,TIN,IND,Targeted Offense - Individual,1
Ovies just introduced a bird of porn hub to his fam heavyyyyy,OFF,TIN,IND,Targeted Offense - Individual,1
Most lewd subs do not contribute anything. They just take the dick and act like they have big sad to get pity e-sex.,OFF,TIN,GRP,Targeted Offense - Group,1
"USER Shut your face!! Cannot you go to the beach, find a good riptide, and just disappear?",OFF,TIN,IND,Targeted Offense - Individual,1
"USER Istg why are you like this,, can you NOT think dirty for once you you holy child",OFF,TIN,IND,Targeted Offense - Individual,1
USER I hate the fact that G sucks in the official game. Emergency is significant other counter intuitive for his stats and typing.,OFF,TIN,IND,Targeted Offense - Individual,1
USER ??? Seriously? Yet the dwarfs still gave him an endorsement! Its people like you that make fine girls look stoopid.,OFF,TIN,IND,Targeted Offense - Individual,1
"It sucks when you get used to talking to someone every night and then one night when they are not there, you are lonely and cannot even sleep.",NOT,,,Not Offensive,0
me: GHOST's CAMO sucks. you all: GHOST just sucks to be honest Skeptical  annoyed  undecided  uneasy  or  hesitant me: FUC K YOU HE IS FINE. HE LOOKS LIKE A TEDDY BEAR???,OFF,UNT,,Untargeted Offense,1
Give that sweet sweet broccoli and cauliflower nonsense.What is something you hated eating as a kid but now cannot stop stuffing your mouth with as an adult?,NOT,,,Not Offensive,0
USER Wow! Nasty man! Personal insults do not become you. He has really riled up the liberal lefties and it is fantastic to watch,OFF,TIN,IND,Targeted Offense - Individual,1
i thought he was a greatest of all time-man hybridWhy do we have the mentality that Jesus is white and Satan is black?,OFF,TIN,GRP,Targeted Offense - Group,1
Hate the sin not the sinner...,NOT,,,Not Offensive,0
Being ignored by someone whose attention means the world globe_showing_Europe-Africa to you is the worst feeling..,NOT,,,Not Offensive,0
USER Grabm by the pussy!,OFF,TIN,GRP,Targeted Offense - Group,1
USER Back to Somila. You hate America. You hate her people. You promote terror. We do not need you.,OFF,TIN,IND,Targeted Offense - Individual,1
"USER overheard my god, that sucks. Will you get your account back?. You are beautiful not fat.",NOT,,,Not Offensive,0
USER USER this is the reason he went to jail and the reason he will go back. disgusting,NOT,,,Not Offensive,0
Caught that fool Mario Lemos sucking dick behind the baby momma projects in grants with my $ for some meth!!!! face_with_tears_of_joyskull,OFF,UNT,,Untargeted Offense,1
USER He deserve the worst of this all,NOT,,,Not Offensive,0
I mean pretty boy is a stretch I am very ugly but like The dream,NOT,,,Not Offensive,0
"USER To be expected, he is a slut, after all. Anything else?",OFF,TIN,IND,Targeted Offense - Individual,1
JYP left the the groupYG CUBE and SM are trash. Send tweet.,NOT,,,Not Offensive,0
USER Ruling any top eight side out with four games to play then finals is a fools errand,NOT,,,Not Offensive,0
It really sucks how sometimes you are afraid to speak up about something that is hurting you because you do not know what to expect,NOT,,,Not Offensive,0
"USER Wait! That dude did not just kill those other dudes with a frisbee, that is wickedly insane.face_with_tears_of_joy",NOT,,,Not Offensive,0
USER USER Distorted?!! rolling_on_the_floor_laughingrolling_on_the_floor_laughing USER you mean he exposing all the lying rat politicians getting Rich off their own! CNNsucks,OFF,TIN,GRP,Targeted Offense - Group,1
"USER this tweet is replete with poor grammar.Donald Trumps mind is infested. With racism, with misogyny, with lies, with bigotry, with hate.",OFF,TIN,IND,Targeted Offense - Individual,1
"kill urself in the fields, be with the fiends",OFF,TIN,IND,Targeted Offense - Individual,1
love how girl group stans now suddenly hate gfriend on god you guys hate EVERYTHING to do with behind the scenes just shut up and go loudly_crying_faceraised_back_of_hand,OFF,TIN,GRP,Targeted Offense - Group,1
"USER I am with your mother on the mash and gravy, but broccoli is an abomination. it does not belong in meals. It belongs in the bin.",NOT,,,Not Offensive,0
USER He is ripped the taxpayers off for over m dollars playing golf at his own properties. But nice try moron.,OFF,TIN,IND,Targeted Offense - Individual,1
"USER USER I saw the original post on facebook, looked like a coachload of daytrippers caused all that filth, it is disgusting.",NOT,,,Not Offensive,0
Soz but if you do not like dnb you are boring,OFF,TIN,IND,Targeted Offense - Individual,1
USER Shut up. You are supposed to be the leader of this country. You have no idea what that means.,OFF,TIN,IND,Targeted Offense - Individual,1
"USER USER No, because he is a lying liar.",NOT,,,Not Offensive,0
"I wish some people could just let things go and move on, but you all are too immature for that.",OFF,TIN,GRP,Targeted Offense - Group,1
"? yes, i am sorry, rokurou got his dick stuck in the ceiling fan again",OFF,UNT,,Untargeted Offense,1
Not all men are trashMen are not trash,NOT,,,Not Offensive,0
"USER utter rubbish, contacted you because of a defective product, got a response but no response to my follow up emails",OFF,TIN,IND,Targeted Offense - Individual,1
USER USER I am sure they will not stop until they lose all power. The idiocy of the left is astounding,OFF,TIN,OTH,Targeted Offense - Other,1
USER What a complete waste of good oxygen this fool is. And he is nowhere near as good at the lying and obfuscation as his boss.,OFF,TIN,IND,Targeted Offense - Individual,1
juju really be the purest form of entertainment on twitterpussy hit different when she got a dick too,OFF,UNT,,Untargeted Offense,1
"USER overheard, turn off I would have explained then been like overheard you insecure insecure and that would be the end of dating him",NOT,,,Not Offensive,0
USER That is the aim... to run... tall are crazy,NOT,,,Not Offensive,0
"Keep up with that  "" and watch me trash you .",OFF,TIN,IND,Targeted Offense - Individual,1
i still think it is funny that icy literally says the song is going to be trash but you are going to like it anyways loudly_crying_face,NOT,,,Not Offensive,0
USER This is an outright lie and I am about to expose you YET AGAIN for the shameless liar that you are!,OFF,TIN,IND,Targeted Offense - Individual,1
I have got  humongous bug bites on my body i do not know if the culprit is a spider or a mosquito but what I know is this qualifies as terrorism,NOT,,,Not Offensive,0
USER USER You mean to say that he is such a pathetic actor that even his low character is better than his acting skills ?,OFF,TIN,IND,Targeted Offense - Individual,1
"I am only half black, significant other half the tears in my eyes I want a black women half the tears in my eyes I want Spanish pieceHow you black man &amp; do not want a black woman laughing out loud what is wrong wit ya",OFF,TIN,IND,Targeted Offense - Individual,1
USER USER Shut up what is you are contribution then she is pride of ummah and dauhter of ummah you such a cheap hyprocrate,OFF,TIN,IND,Targeted Offense - Individual,1
i just got a porn ad with a sim girl styled to look like billie eyelash i have truely seen it all,NOT,,,Not Offensive,0
USER USER Then John can show you his sick dance moves.,OFF,TIN,IND,Targeted Offense - Individual,1
"USER USER Dworkin LIES or he is deranged and UNHINGED. This is manufactured, misinformation/disinformation.",OFF,TIN,IND,Targeted Offense - Individual,1
I hate those females that think just because you stopped talking to them it is beef like never that I just be to mf busy.,OFF,TIN,GRP,Targeted Offense - Group,1
USER Trump is significant other awful he makes Al Sharpton look like a leader.,OFF,TIN,IND,Targeted Offense - Individual,1
"USER Not ashamed to say it, but i jacked off to the thought of having sex with this guy. What i would not do to go to bed with him",OFF,UNT,,Untargeted Offense,1
cix can literally come out with a song like banana allergy monkey and jinyoung would still find a way to hoe it up i am sick of him,OFF,TIN,IND,Targeted Offense - Individual,1
At this tears in my eyes of year you can really tell who sucks at k easily,NOT,,,Not Offensive,0
"""And when it drop your pants and bounces down I call that a knon drop. ""when the tip of your penis peeks from your waist band i call that a tip slip",OFF,UNT,,Untargeted Offense,1
"USER USER Yeah! You right, he has done more stealing (from the poorConfusion than any black politician.",OFF,TIN,IND,Targeted Offense - Individual,1
