text,label_A,label_B,label_C
"Yes, Reginae is a dumb ass. So are all 20 year olds. That is why older men prey on them. Next case 🙄",OFF,TIN,IND
@USER @USER Holy shit!!! I was right ? Damn this means war!,OFF,UNT,
"life is boring, might post some stupid shit and get suspended.",OFF,UNT,
Women better learn to stop using niggas for free shit like it's cute.  These niggas will have yall coming up missing.,OFF,TIN,GRP
Aye.  Just hurting myself with reminders we signed N'Dong over M'Vila.N'Dong can fuck off again the weak as piss chip haired helmet,OFF,TIN,IND
@USER Is your partner the blonde chick? Is she single? Thanks. Fuck off @USER,OFF,TIN,OTH
this job got me all the way fucked up real shit,OFF,UNT,
@USER @USER What the fuck is wrong with these people.,OFF,TIN,OTH
@USER What the fuck is going on.,OFF,UNT,
WHAT THE FUCK IS GOING ON,OFF,UNT,
F&amp;N in my Nike britches shit I’ll let them choppa bullets fly 💨,OFF,UNT,
@USER Get the gains or die alone bitch boy. 😤,OFF,TIN,IND
It is not your responsibility as a black person to try and change a racist’s mind by “showing them differently”. Stop doing that dumb shit.,OFF,UNT,
Who ever the fuck Donald Ttump is I want him out of the white house too #TrumpIsAMoron,OFF,TIN,IND
Mite as well lolwhen ugly guys are really funny it’s like fine i’ll fuck you,OFF,UNT,
The strangers: eat ass at night,OFF,TIN,OTH
@USER now it's full of shit...!,OFF,UNT,
This bitch is babying her bad ass child in public. Bitch if you don’t whoop his ass. 🤦🏻‍♀️,OFF,TIN,IND
@USER @USER just shut the fuck up you stupid piece of shit,OFF,TIN,IND
disgusting bitch in ur area 🙄,OFF,TIN,IND
"Idc how much money i make , i still want some of yours 🤷🏾‍♀️ let’s keep this shit a stack 🤣",OFF,UNT,
Had to knock a lil nigga out cus the lil nigga ran his mouth 💪🏽,OFF,TIN,IND
@USER Fuck that walk to grawn hall 😂,OFF,UNT,
#ShattaWeiser opana do ein mouth like suame roundabout dey come suck all the alcohol 😩💔,NOT,,
You can’t be that dumb 🤦🏾‍♂️,OFF,TIN,IND
they already know what they’re gonna talk about 😭😭 the fuck,OFF,UNT,
The worst part about getting a tattoo is when the artist keep wiping yo shit with paper towel 😭 that shit hurt worse than the tattoo,OFF,UNT,
@USER This is fucking  crazy autistic  And that's coming from me the guy that gave a bunch of mentally retarded kids cocaine,OFF,UNT,
Who the fuck is Maria Rispa and why do people keep commenting that shit on my photo,OFF,UNT,
"stop tweeting shit like this, its stupidHow the hell are people vegan? Imagine coming home drunk and starving after a long night of turning up just to eat some fucking vegetables",OFF,UNT,
@USER And what do the Poms usually do to people with oil? To quote Trump; “Bomb the shit out of them!”,OFF,TIN,GRP
Might say fuck it and go jobless,OFF,UNT,
She'll enter your life. Fuck it up. Then leave.  ..and she'll start texting you 'I miss you' every time you try to move on. Fuck fuckgirls😏,OFF,TIN,GRP
Fk that stupid eda ratio,OFF,TIN,OTH
@USER @USER This guy is a monster!,OFF,TIN,IND
@USER Skelator is a disgrace to the American people,OFF,TIN,IND
@USER @USER @USER You’re a football journalist in SA don’t let these fools take your freedom in the game,NOT,,
#ThingsFriendsWontTellYou You sagging your pants with a ntswape,OFF,TIN,IND
There’s nothing better than the cold light of day to wake you up and reality is a smack in the face,NOT,,
"men moaning during sex is so sexyyyy. dirty talk is so sexyyyyyyy, i love it",NOT,,
Never felt so disconnected in my life. And that’s what sucks. Everything is fine. I just don’t feel like anything is.,NOT,,
"whoever does those ""i took your vir-, your reaction is your whatever emoji"" should be locked up in jail",NOT,,
@USER What have you done...Distorting our hindu scriptures...Sick people like you,OFF,TIN,IND
@USER do the two of you sit at home and practice your talking points?  Do you feel sad that your ratings suck?,OFF,TIN,IND
Anxiety has made me sick again;;;;; god I really thought i was over it having this much of an effect on me 😪,NOT,,
"@USER @USER @USER @USER ""I got a little penis, it's pathetic! Would a spy pee himself?!""",OFF,UNT,
"@USER @USER @USER Or making a total fool out of herself, as she' carried out by the Secret Service. LOL",NOT,,
Somebody come get her she's dancing like a stripper,OFF,TIN,IND
Honestly they're not even pretty and the music sucks.... What do people see??,NOT,,
people who hate popular things just because theyre popular and they want to be different are so annoying,NOT,,
"@USER Ag,u a not going to say anything just like Zuma with no evidence to back your affidavit,u a useless",OFF,TIN,IND
I eat dick in the afternoon and call it lunchiao 🤤,OFF,UNT,
"He mess with small town women, I got bigger dreams 😌.",NOT,,
@USER @49ers People kill. They pull the trigger .,NOT,,
"@USER Yes he does. His entire public presence is built on racism, hate and stirring the flames of both.",OFF,TIN,IND
"Once upon a time, i used to go to gigs to mosh in the circlepit and wall of death and crowdsurf hahaha ☠",NOT,,
"@USER @USER ""Trump is a clown. He is being laughed at all over the world"" @USER",OFF,TIN,IND
"@USER @USER For someone that says he is a man of God, you are a disgusting human being - and you are not a Bishop.",OFF,TIN,IND
what border agent let those snakes on a plane? did they have passports? i bet you those snakes did not have any legal identification,NOT,,
A clean desk is a sign of a sick mind. #ALDUBxADNSynergies ADN is ALDUBNATION😍,NOT,,
"some men are trash, and there’s no arguing about it.  a thread.",OFF,TIN,GRP
@USER That’s why you have to keep the box by you and top up as you go along.. wow I’m fat.,NOT,,
@USER He is a con alright. Still owes money to the IRS. Easy to shut this fake down.,OFF,TIN,IND
academic stress is one of the worst kind of stress,NOT,,
"Who else noticed that having sex with the person you so much love makes you look like a sex addict 😢, as in everyday na 🔥",NOT,,
"Cummings is a fat, rich Dem living off the backs of people in his district who keeps voting for a man who does nothing for them.",OFF,TIN,IND
Also some of y’all pussy just might be trash too so don’t think stamina why they not bussing,OFF,TIN,GRP
@USER @USER shut up he is not,NOT,,
@USER @USER Distract narrative from massive incoming News. Yes [they] are that sick.,OFF,TIN,OTH
Imagine spelling McDonald’s as Macdonalds. Some proper insane people out there.,NOT,,
@USER @USER Dehumanize? He barely has a reflection of human,OFF,TIN,IND
@USER @USER We all are suffering from a corrupt con artist president in the WH. Where is your indignation regarding this.,OFF,TIN,IND
@USER @USER All coming from the hate filled Bishop. 🤣🤣🤣 You are a sick man.,OFF,TIN,IND
"I went walking through the city Like a drunk, but not With my slip showing a little Like a drunk, but not",NOT,,
@USER It's an evil that for some reason still exists? It makes me ashamed to be human.,NOT,,
"@USER As a human being, do you?  ps: the answer is no, you just don't create these kind of things, it's sick!",NOT,,
@USER You're a shameless pig but you knew that already.  Just a reminder.  Enjoy your jail time.,OFF,TIN,IND
Are you ready for a night full of sex? 😏,NOT,,
@USER yeah he manages to look ok in outfits that other ppl would look mad ugly in... his power,NOT,,
"@USER They have to be, because your attacks puts their lives danger, you're a jerk.",OFF,TIN,IND
I swear @USER makes you like character just so he can kill them and break your heart. Stop making me feel all the feels 💔😭😂,NOT,,
@USER i should block you for disrespecting the goat but i’ll let it slide just like my dick slid in yo butt,OFF,UNT,
If you don’t heal what hurt you.. you’ll bleed on people who ain’t cut you. 💯,NOT,,
@USER @USER I was agreeing with you about the whole Jeremy thing but saying no white men can be trusted is extremely sexist.,OFF,TIN,
@USER We are the worst thing that has happened to this planet,NOT,,
I shouldn’t be up and hungry this early 😩 like stomach empty as a mf,OFF,UNT,
"@USER @USER is the definition of a small, insecure, failure of a man. His pettiness is all he has left. A TOTAL LOSER",OFF,TIN,IND
@USER is God dat will punish you people I swear!!! The worst bank in the whole of Africa,NOT,,
"@USER That’s sick, you should be ashamed.",OFF,TIN,IND
The point is the worst of the worst and ugliest that ive ever experience,NOT,,
"Growing consumed by the level of seriousness, prudence and habit. They have been cruel. They praise themselves for a while.",NOT,,
"men who voted yes are childish, sorry are you 17??Men, would you have a problem if a girl said if she’s not receiving head she’s not giving head?",OFF,TIN,GRP
@USER That’s a terrorist flag....??,NOT,,
They be killing people like it’s living going outta style this is crazy,NOT,,
Skinny dudes the worst to cuddle with.  Might as well fall asleep on a pile of remotes.,OFF,TIN,GRP
"turn your ringer off and go to sleep, babygirl. he still gon be trash in the morning, it’s okay",OFF,TIN,IND
Any good fijian men that aren’t crazy religious and homophobic and colourist.... hmu,OFF,TIN,GRP
"@USER ""He surely is lucky to have your tight pussy to pound hehehe~.""",OFF,UNT,
I’m gonna say he doesn’t really. You should check the zip code demographics of his various properties 😏Only liars could deny that Al Sharpton hates white people,OFF,TIN,IND
"@USER So do I.....my neighbours, the Postie and S Devon's ""Quiz Masters"" are sick of me 😀 Hope all goes well👍",NOT,,
being up late is the worst thing I can do for my mental,NOT,,
@USER Take a good look at that liberal face. Why do all white liberals have the same dork face,OFF,TIN,GRP
@USER He’s a kid dammit,OFF,UNT,
@USER You’re the crazy type,OFF,TIN,IND
@USER He will fight them on the beaches ... what is it with these pathetic little boys and their dreams of glory?,OFF,TIN,GRP
@USER They are not police these are Macrons thugs working to the orders of the EU,OFF,TIN,GRP
you can’t kill all of us,NOT,,
#qanda Misquoting the bible is a sin,NOT,,
@USER You are such a liar. He didn’t need your pasty fat face at any event. You are and have always been a publicity hog,OFF,TIN,IND
@USER y'know the tweet was a meme but at this point my dick is crying,OFF,UNT,
"@USER With sexual correlation to them. Like big butt, big boobs, wide hips and full lips. We are I deed a lost people.",NOT,,
Wasting food is a crime. I really hate to see it.,NOT,,
Being dropped by someone with no explanation is one of the worst feelings.,NOT,,
@USER I'm a healthy gay with dirty mind. Sighs.,NOT,,
"@USER What is the alternative ?? What is their offer ?? They destroyed the parks in town , sewage everywhere from these MDC guys",NOT,,
@USER She’s the right side of crazy with a big helping of liar.   Trump is peanuts next to this useless politician,OFF,TIN,IND
The idea of a Christianing is this how good dick feel that all these women really believe in God,OFF,TIN,GRP
@USER Every one of these brain dead Democrats need to be voted out.  And Amash with them.,OFF,TIN,GRP
@USER @USER Her agenda is little more than the spread of ignorance fuelled by hate.,OFF,TIN,IND
"Do you think of me as a nobody? To tell you the truth, I'm sick and tired of just serving tea, answering the phone, photocopying and so ...",NOT,,
"(To Rentaro Satomi) ""Even though you're weak! Even though you're weak!! Even though you're weak!!!""[6]",NOT,,
Black people who describe poor and unemployed black people as lazy and deliberately unproductive baffle me.. I don't get them at all...,NOT,,
@USER You’re a disgrace to the Americans and a treasonous dirtbag needs to go to prison for what you did to our judicial system,OFF,TIN,IND
Kiss on this pussy until I cum.,OFF,TIN,IND
Y’all better stop commenting and liking porn. I don’t want to see that on my feed...🤮 ya nasty and ya need Jesus.,OFF,TIN,GRP
"@USER In all fairness, he sucks at everything...",OFF,TIN,IND
No one cheats like a girl who lives with her sister,NOT,,
"@USER ""And how would you ruin my life? I honestly want to know because I was gonna ruin you anyway with a body like that.""",NOT,,
@USER means nothing to me. astrology is fake,NOT,,
"The current group of Democrats are just clowns x10 , while the people who continue to vote for them are blind clowns themselves.",OFF,TIN,IND
"@USER literally one of the worst comeback singles of all time, such a letdown",OFF,TIN,
@USER Get the parasite glazers out of our club. Enough is enough #glazersout,OFF,TIN,GRP
It really sucks that  I literally have to run strapped bc I don’t feel safe in my own neighborhood 🙄,NOT,,
"i need to get my eyebrows done again ,, they are so mess",NOT,,
@USER @USER 'Respect the result' is a mendacious soundbite trotted out by charlatans daily,OFF,TIN,GRP
I keep getting sick and I’m so tired of THIS,NOT,,
@USER @USER That is sick!!,NOT,,
@USER @USER It's the dickhead! Cos I've never com across anyone with this haircut that wasn't a total dickhead!,OFF,TIN,IND
"@308CPA @USER @USER Don't believe everything your ""they"" people tell you !  They are crooks and liars - they have you fooled",OFF,TIN,GRP
@USER @USER Its a sexual act right? And all sexual acts except wife and slave are forbidden,NOT,,
@USER What a disgrace! That singular action disrespects every citizen in this counrty....,NOT,,
My sleeping schedule all kinds of twisted 😂,NOT,,
The Sex Pistols - Seventeen,NOT,,
"@USER Yeah my deck was insane that run, but normally I suck lol",NOT,,
Conflicted as to Julian #Assange's actual role in Clinton's defeat but what is a fact is that Trump is a slimy crook  #4Corners #Wikileaks,OFF,TIN,IND
@USER @USER He and his wife are both corrupt and have done nothing for Baltimore in 13 TERMS.,OFF,TIN,GRP
"Most of you insulting me are unemployed with degrees and diplomas, niphila ngama loans yet you say I'm a stogie. You're your own downfall",OFF,TIN,GRP
u do not is the lying kahit you're caught in bisto is the worst thing,OFF,TIN,IND
Just wanna be laid up with my girl but nope. Work said that sucks come on in buddy 🙄,NOT,,
"Donald Trump said he's a whistle-blower, putting to light how corrupt the Democrats are...  ...is he really?",NOT,,
some of u are so fake its unreal 😭,OFF,TIN,GRP
@USER That is a crime and he should be prosecuted,NOT,,
Your dick.  And other short stories.,OFF,TIN,IND
"To which, of course, many Slovenes will respond along the lines of: ""You fool, Slovenes are the worst!""",OFF,TIN,GRP
Sex is a scam but you can get it. Sis what???Write “Sex is” and let your keyboard complete the sentence for you.  (mine below),NOT,,
"As soon as I bared by butt, I knew he'd crack.",NOT,,
@USER That was the loudest cry for pussy I've heard. I blew nothing.,OFF,UNT,
"@USER is the greatest boxer this planet has ever seen, anyone that disagrees is sick in the head bruh",OFF,TIN,GRP
William Zanzinger killed poor Hattie Carroll With a cane that he twirled around his diamond ring finger,NOT,,
@USER Rob Reiner that’s your mind and btw you left out  your annoying need to self aggrandize and your elitist existence  meathead!,OFF,TIN,IND
@USER Disgusting... Where's the thread though?,OFF,UNT,
@USER @USER No point mate.  The site is a complete waste of time now. Most people have binned it off.  Complete losers.,OFF,TIN,OTH
"Deep State protects corrupt congress. All of them get rich. Trump knows, congress/deep state knows. What comes next?",NOT,,
All I wanna do is get breakfast with my favorite whores but we all so far away from each other.,OFF,UNT,
cancel culture sucks. we all make mistakes and we need to let ppl learn from them.,NOT,,
"@USER @USER @USER This is an insult to the public protector,she has shame this office",OFF,TIN,IND
@USER @USER He’s a broke fool and not even worth suing.,OFF,TIN,IND
@USER They are so pathetic. Sorry you’ve had to deal with this BS mate.,OFF,TIN,GRP
I'm having this scary pain in my head it's not a headache but some thing more painful,NOT,,
"""I'm not a human or a demon anymore. I have no choice but to go foward! I'll become an exorcist!"" ✝",NOT,,
I'm sick and tired of the hypocrisy of the left. I urge all the patriots to #VoteRed2020,OFF,TIN,IND
Ovies just introduced a bird of porn hub to his fam heavyyyyy,OFF,TIN,IND
Most lewd subs don’t contribute anything. They just take the dick and act like they have big sad to get pity e-sex.,OFF,TIN,GRP
"@USER Shut your face!! Can't you go to the beach, find a good riptide, and just disappear?",OFF,TIN,IND
"@USER Istg why are you like this,, can you NOT think dirty for once you u holy child",OFF,TIN,IND
@USER I hate the fact that G sucks in the official game. Emergency is so counter intuitive for his stats and typing.,OFF,TIN,IND
@USER ??? Seriously? Yet the dwarfs still gave him an endorsement! Its people like you that make fine girls look stoopid.,OFF,TIN,IND
"It sucks when you get used to talking to someone every night and then one night when they’re not there, you're lonely and can't even sleep.",NOT,,
me: GHOST's CAMO sucks. yall: GHOST just sucks tbh :/ me: FUC K YOU HE'S FINE. HE LOOKS LIKE A TEDDY BEAR???,OFF,UNT,
Give that sweet sweet broccoli and cauliflower nonsense.What is something you hated eating as a kid but now cannot stop stuffing your mouth with as an adult?,NOT,,
@USER Wow! Nasty man! Personal insults do not become you. He has really riled up the liberal lefties and it’s fantastic to watch,OFF,TIN,IND
i thought he was a goat-man hybridWhy do we have the mentality that Jesus is white and Satan is black?,OFF,TIN,GRP
Hate the sin not the sinner...,NOT,,
Being ignored by someone whose attention means the world 🌍 to you is the worst feeling..,NOT,,
@USER Grab’m by the pussy!,OFF,TIN,GRP
@USER Back to Somila. You hate America. You hate her people. You promote terror. We don't need you.,OFF,TIN,IND
"@USER OMG, that sucks. Will you get your account back?. You're beautiful not fat.",NOT,,
@USER @USER this is the reason he went to jail and the reason he will go back. disgusting,NOT,,
Caught that fool Mario Lemos sucking dick behind the baby momma projects in grants with my $40 for some meth!!!! 😂💀,OFF,UNT,
@USER He deserve the worst of this all,NOT,,
I mean pretty boy is a stretch I’m very ugly but like The dream,NOT,,
"@USER To be expected, he is a slut, after all. Anything else?",OFF,TIN,IND
JYP left the the groupYG CUBE and SM are trash. Send tweet.,NOT,,
@USER Ruling any top eight side out with four games to play then finals is a fools errand,NOT,,
It really sucks how sometimes you are afraid to speak up about something that is hurting you because you don’t know what to expect,NOT,,
"@USER Wait! That dude did not just kill those other dudes with a frisbee, that's wickedly insane.😂",NOT,,
@USER @USER Distorted?!! 🤣🤣 @USER you mean he exposing all the lying rat politicians getting Rich off their own! #CNNsucks,OFF,TIN,GRP
"@USER this tweet is replete with poor grammar.Donald Trump’s mind is infested. With racism, with misogyny, with lies, with bigotry, with hate.",OFF,TIN,IND
"kill urself in the fields, be with the fiends",OFF,TIN,IND
love how girl group stans now suddenly hate gfriend on god you guys hate EVERYTHING to do with bts just shut up and go 😭🤚,OFF,TIN,GRP
"@USER I'm with your mother on the mash and gravy, but broccoli is an abomination. it does not belong in meals. It belongs in the bin.",NOT,,
@USER He's ripped the taxpayers off for over 100m dollars playing golf at his own properties. But nice try moron.,OFF,TIN,IND
"@USER @USER I saw the original post on FB, looked like a coachload of daytrippers caused all that filth, it's disgusting.",NOT,,
Soz but if you don’t like dnb you’re boring,OFF,TIN,IND
@USER Shut up. You’re supposed to be the leader of this country. You have no idea what that means.,OFF,TIN,IND
"@USER @USER No, because he is a lying liar.",NOT,,
"I wish some people could just let things go and move on, but y’all are too immature for that.",OFF,TIN,GRP
"911? yes, i'm sorry, rokurou got his dick stuck in the ceiling fan again",OFF,UNT,
Not all men are trashMen are not trash,NOT,,
"@USER utter rubbish, contacted you because of a defective product, got a response but no response to my follow up emails",OFF,TIN,IND
@USER @USER I'm sure they won't stop until they lose all power. The idiocy of the left is astounding,OFF,TIN,OTH
@USER What a complete waste of good oxygen this fool is. And he’s nowhere near as good at the lying and obfuscation as his boss.,OFF,TIN,IND
juju really be the purest form of entertainment on twitterpussy hit different when she got a dick too,OFF,UNT,
"@USER Oh, turn off I would've explained then been like oh you insecure insecure and that would be the end of dating him",NOT,,
@USER That's the aim... to run... tall are crazy,NOT,,
"Keep up with that  “أسلوب زفت""  and watch me trash you .",OFF,TIN,IND
i still think it’s funny that icy literally says the song is gonna be trash but you’re gonna like it anyways 😭,NOT,,
@USER This is an outright lie and I am about to expose you YET AGAIN for the shameless liar that you are!,OFF,TIN,IND
I’ve got 5 humongous bug bites on my body idk if the culprit is a spider or a mosquito but what I know is this qualifies as terrorism,NOT,,
@USER @USER You mean to say that he is such a pathetic actor that even his low character is better than his acting skills ?,OFF,TIN,IND
"I’m only half black, so half the time I want a black women half the time I want Spanish pieceHow you black man &amp; don’t want a black woman lol what’s wrong wit ya",OFF,TIN,IND
@USER @USER Shut up what is ur contribution then she is pride of ummah and dauhter of ummah u such a cheap hyprocrate,OFF,TIN,IND
i just got a porn ad with a sim girl styled to look like billie eyelash ive truely seen it all,NOT,,
@USER @USER Then John can show you his sick dance moves.,OFF,TIN,IND
"@USER @USER Dworkin LIES or he is deranged and UNHINGED. This is manufactured, misinformation/disinformation.",OFF,TIN,IND
I hate those females that think just because you stopped talking to them “it’s beef” like never that I just be to mf busy.,OFF,TIN,GRP
@USER Trump is so awful he makes Al Sharpton look like a leader.,OFF,TIN,IND
"@USER Not ashamed to say it, but i jacked off to the thought of having sex with this guy. What i wouldnt do to go to bed with him",OFF,UNT,
cix can literally come out with a song like banana allergy monkey and jinyoung would still find a way to hoe it up i’m sick of him,OFF,TIN,IND
At this time of year you can really tell who sucks at 2k easily,NOT,,
"""And when it drop your pants and bounces down I call that a knon drop. ""when the tip of your penis peeks from your waist band i call that a tip slip",OFF,UNT,
"@USER @USER Yeah! You right, he has done more stealing (from the poor) than any black politician.",OFF,TIN,IND
"I'm useless with short nails. Can't scratch, can't cut, can't peel, can't type. Ughhhh",NOT,,
"The faster you drink alcohol, the more likely you will black out.",NOT,,
@USER LOL we all believe Muller. Regardless of your little dick temper tantrums.,OFF,TIN,IND
@USER You are undemocratic and a traitor.  Would you like us to celebrate you?  Act like a patriot and you'll be treated as such.,OFF,TIN,IND
@USER The only person to unseat Putin would be someone who is immune to his poisons. What a disgusting example of a human being.,OFF,TIN,IND
honestly molly-mae is so fake i feel so bad for tommy that he can’t see it.... fake leading the blind #LoveIsland,OFF,TIN,IND
"much like her namesake song by Dolly Parton, it’s nearly impossible to hate Jolyne Kujo unless you have terminal bad taste",NOT,,
@USER she said she’ll be a dead child as a halloween costume,NOT,,
Trump could shoot someone in the middle of Fifth Avenue and the GOP would blame a black guy,NOT,,
I’m just SO done explaining things over and over with absolutely nothing understood yet again. It’s pointless.,NOT,,
@USER He'll also send his thugs to beat and gas us?,NOT,,
Just my luck to have a 20 stone fat knacker snoring his head off down my ear all the way to Egypt,OFF,TIN,IND
Soon anyone not bowing to Baal will be deemed a Terrorist. #RevolutionNow 🔥,NOT,,
@USER @USER If you're going to call someone a #dickhead check your spelling first #dickhead. It's you're not youre.,OFF,UNT,
@USER Idk why people like him he’s pathetic ugly and he can’t sing,OFF,TIN,IND
"""A fool vents all his feelings, But a wise man holds them back"" Proverbs 29:11  🙆if this is not a rebuke I don't know what it is🙆",NOT,,
@USER He knows his days are numbered so going to cause as much trouble as possible now. Twat that he is!!,OFF,TIN,IND
"@USER He was a guy who encouraged people to murder, kinda like telling people how you'll kill a cop.....",NOT,,
Look at her locationWhy do we have the mentality that Jesus is white and Satan is black?,NOT,,
@USER Yeah I hate that. The bane of my existance. 😉,NOT,,
"Oh look, another glorious morning, makes me sick 😂 Seriously, tho, why do I attempt to even sleep?",NOT,,
Y’all literally go to TSR to read comments that will make you mad. That’s toxic behavior.,OFF,TIN,GRP
@USER I thought Caleb got a tat of his dad who passed in combat? Is this redneck guy you're describing some other guy?  what ever,OFF,TIN,IND
"@USER @USER These children become miserable in your mouth, the truth is they are taken good care of by government.",NOT,,
"@USER Alaaa.. Susa tu gtu. I said tht to my students bcz this place sucks and i really want to leave, i dnt even care.",NOT,,
@USER The whole team &amp; management is a disgrace!,OFF,TIN,GRP
Mannn that’s crazy...  You up?,NOT,,
"@USER Muslims pushing the own agenda that’s all that is, playing victim, 🤮🤮🤮🤮",NOT,,
@USER The male in this video is despicable. He cannot be called a man. He is an embarrassment to ALL canadians.,OFF,TIN,IND
So you guys are going to deny the fact that both men and women can trap each other using a kid? Yes TRAP.,NOT,,
I’m insane but somehow you ease the Pain,NOT,,
#morningjoe asking republicans to rein in #Trump is like asking Satan to be the opposite of evil. Ain't gonna happen.,OFF,TIN,IND
@USER @USER @USER You sound just as crazy as he sounds,OFF,TIN,IND
The story in Call of Duty Black Ops III is both sexist AND sexy,NOT,,
"@USER No. The response is, his district is disgusting and rat infested. Tons of video and pics to back that up.",OFF,TIN,IND
Learn to flex your own self bbgirl. Boys are sh*t,OFF,TIN,GRP
They are probably the ones using that excuse lol@Fatima_Phiri The dudes making excuses are killing me 😂😂😂,NOT,,
Wanna stick my dick in a bean burrito just to see what it feels like hours.,OFF,UNT,
"@USER Joy, just stop. Pulling the RACE CARD doesn’t work anymore. You Democrats killed that. Fix your face and be quiet.",OFF,TIN,GRP
the worst thing is that i’m self aware enough to know that a lot of my thoughts/beliefs are irrational but i just can’t stop them ???,NOT,,
@USER Gay people Are cause by to be able to detect their own fault,NOT,,
@USER God I want to oil up that sexy body up and have my filthy way with you sexy xxx 😍👿💦😍👿💦,OFF,TIN,IND
@USER Don't let Nicola hear you say that. You could be destined for a fate worse than death.,NOT,,
I ain’t gone Lie - I’m bout eatin dat Pussy!!!! 👅👅👅💦💦💦🍑💦💦💦 #imCutLikeDat 💪#ForeignLuv,OFF,UNT,
"3D printers are still somewhat of a meh thing. 2D printers, on the other hand, are all the rage. Expensive, infuriating rage.",NOT,,
@USER mbwa wewe... you remind the DCI... what a waste of sperm!,NOT,,
Nate Jacobs is the worst person I know he can honest to god go die in a ditch,OFF,TIN,IND
"""It was an ugly feeling to be betrayed but what is more unpleasant is to still care for those people who betrayed u. """,NOT,,
"@USER He's a drug dealer, pimp, thief and pedophile !!!!!!",OFF,TIN,IND
@USER I don’t  So far as you can recognize your Dad aa trash there’s no need to be talking to you,OFF,TIN,IND
@USER @USER Your a Tory in disguise once a liar always a liar the lib dems help cause austerity with the Tories,OFF,TIN,IND
"@USER @USER ""boy"" or ""man"" I don't care. He is a slimy and disgusting human being.",OFF,TIN,IND
people leaking my tweets out and twisting my words.4. what is the worst thing that has happened to you on fl/rp?,NOT,,
"To turbo charge #NHSPeoplePlan more than anything else, fire some prominent toxic narcissists and psychopaths in the NHS.",OFF,TIN,GRP
@USER @USER @USER @USER @USER of Baltimore’s poorest boroughs have lifespans shorter than people living under dictatorship in North Korea. That is a disgrace.,NOT,,
"u have me, slap those people with the truth. loveuI need som fresh environment hHhHhh some ppl are just toxic as ever lol",NOT,,
"i love ariana, i do but this comment was so out of hand and disgusting. that was definitely not it.",NOT,,
"@USER I can tell you that basically in the entire European Union, everyone thinks Trump is a complete moron and a Nazi.",OFF,TIN,IND
@USER You deal that race card on a daily basis. You don't know the facts...shame on you old man.,NOT,,
"Listen the Deep sucks, but that scene with the gills? Ugh. I'm gonna be sick. #TheBoysTV #1X07",NOT,,
@USER I need to get in that tight pussy again.,OFF,TIN,IND
@USER @USER I've blocked everyone even remotely connected with these scum. They are all incorrigible.,OFF,TIN,GRP
waking up dehydrated during the middle of night with nothing to drink is the worst 😭,NOT,,
"Chubby is sex fat is not 😂@USER @USER Fat,chubby what difference does it make?",NOT,,
Folks that believe in talking donkeys and flying horses are mocking folks that believe that the white guy is Jesus sha.,OFF,TIN,GRP
@USER @USER I’m gonna use that bigger gone to destroy you instead,NOT,,
@USER How do I collect these human sized trolls now😂,NOT,,
"to anyone who has ever purged, you know that face looking back at you in the mirror is the worst in that moment",NOT,,
"@USER That’s cruel, we all know Luigi was adopted but we don’t have to rub it in his face #FakeNintendoFacts",NOT,,
@USER Grosjean is a twat.,OFF,TIN,IND
"@USER @USER Nice justifications, hows your DA friend doing? I hear they’re building a case against you, sucks to suck",NOT,,
"he wanted your attention, but for days only,  &amp; that sucks.",NOT,,
@USER @USER @USER Trump keeps making jobs. Even out of people who hate him,NOT,,
@USER Trump is a clown and I hate the circus.,OFF,TIN,IND
@USER @USER @USER Never followed this Mir Jaffar at first place. He is a traitor .,OFF,TIN,IND
Yuna: Horror movies... Charryeong: *covers her ears* nononono i hate it!  uwu,NOT,,
I hate how brainwashed females are to really think the end goal HAS to be marriage,NOT,,
@USER Obviously the girl in the wet t-shirt doesn’t have a weapon! Even the pig has a truck lol,NOT,,
I’d have sex with a missionary but it would be so boring.,OFF,TIN,IND
"@USER Spoiler alert.. George was set up by the corrupt Dems and Hillary, just like President Trump! #FisaBringsDownTheHouse",OFF,TIN,GRP
"Be mild, pleasant and lenient with him who is harsh, gross, and strict with you; gradually he will turn to your behaviour.",OFF,TIN,IND
I hardly take pictures of myself because I'm an ugly duckling 😔Sexiest men are the ones that hardly take any pictures of themselves 🤤 all you guys posting pics every day are like common prostitutes,OFF,TIN,GRP
#bbnaija Tacha will sit on the bed like one fat dirty Alhaja and be dishing orders. Can't stand that psycho!,OFF,TIN,IND
2019 been super great to me but 2020 I’m turning this shit up a few notches,OFF,UNT,
"All this dude talks about is sucking toes, I wish someone would just shove their foot in his dutty mouth",OFF,TIN,IND
I hate when public WiFi don’t connect like bitch get some security for all that,OFF,UNT,
"For all the Churchiness and godliness yall claim, you're just plain evil.",NOT,,
Is it bad I didn’t know what they were until Boats n HoesWhy are we all taught the names of christopher columbus's ships? who gives a fuck,OFF,TIN,OTH
@USER @USER And there I fear is the root of the issue.  @USER  believe's himself to be regal (and not shit at golf),OFF,TIN,IND
@USER @USER @USER You keep your filthy well reasoned perspective off the god damned internet!,OFF,TIN,IND
@USER @USER Could be wrong but I think that’s the other guy’s face just using our guys dick pics.,OFF,UNT,
@USER It’s such a pain in the ass,OFF,UNT,
"@USER @USER CC, GET THE PEROXIDE OUT OF YOUR VEINS!  HE IS SO STUPID, HE DOESN'T EVEN KNOW HE'S STUPID!",OFF,TIN,IND
